"Current Assigned Rank","Preference","Start Date","Duration","Grade","Region","Sub-Region","Area(Sector)","Dual Training Programme","Places Available","Description","Programme Name","Programme Number","Tags"
"X","Kent, Surrey and Sussex - Surrey - CT1 - Aug - 9","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Surrey","-","","2","6.7. KSS Core Surrey - CT1  & CT2 Frimley Park Hospital, Frimley Park NHS Trust /  CT3 Year Frimley Park Hospital, Frimley Park NHS Trust.  Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 11","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","1. KSS Core Sussex - CT1  Brighton, University Hospitals Sussex NHS Foundation Trust / CT2 [St Richard's] University Hospitals Sussex NHS Foundation Trust  / CT3 Year [ST Richard's]  University Hospitals Sussex NHS Foundation Trust.  Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 12","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","2","2.3.  KSS Core Sussex  CT1 EAST SUSSEX HEALTHCARE NHS TRUST /CT2 Brighton, University Hospitals Sussex NHS Foundation Trust / CT3 Year EAST SURREY HOSPITAL.  Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 13","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","2","4.5. KSS Core Sussex  - CT1 EAST SUSSEX HEALTHCARE NHS TRUST /CT2 Brighton, University Hospitals Sussex NHS Foundation Trust / CT3 Year EAST SUSSEX HEALTHCARE NHS TRUST.  Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 14","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","6. KSS Core Sussex - CT1 [St Richard's]  University Hospitals Sussex NHS Foundation Trust /CT2 [Worthing] University Hospitals Sussex NHS Foundation Trust   / CT3 [Worthing]  University Hospitals Sussex NHS Foundation Trust. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 15","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","7. KSS Core Sussex - CT1 [St Richard's] University Hospitals Sussex NHS Foundation Trust / CT2 Brighton, University Hospitals Sussex NHS Foundation Trust/ CT3 Year [Worthing] University Hospitals Sussex NHS Foundation Trust. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 16","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","8. KSS Core Sussex - CT1 [St Richard's] University Hospitals Sussex NHS Foundation Trust / CT2 Brighton, University Hospitals Sussex NHS Foundation Trust / CT3 Brighton, University Hospitals Sussex NHS Foundation Trust. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 17","05/08/2026 00:00:00","36","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","2","9.10. KSS Core Sussex - CT1 [Worthing] University Hospitals Sussex NHS Foundation Trust / CT2 [St Richard's] University Hospitals Sussex NHS Foundation Trust / CT3 Year [St Richard's] University Hospitals Sussex NHS Foundation Trust. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 26","05/08/2026 00:00:00","48","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","3","12.13.14. KSS ACCS Anaesthetics Sussex - CT1 (Acute Med and Emergency Med -order tbc on appointment to programme) & CT2 (Anaes and ICM order tbc on appointment to programme) Brighton University Hospitals Sussex NHS Foundation Trust , CT3 (Anaes) East Sussex Healthcare NHS Trust  //  CT4 Year CT3 (Anaes) East Sussex Healthcare NHS Trust. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations۪.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 27","05/08/2026 00:00:00","48","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","15. KSS ACCS Anaesthetics Sussex - CT1 (Acute Med and Emergency Med -order tbc on appointment to programme) & CT2 (Anaes and ICM order tbc on appointment to programme) East Sussex Healthcare NHS Trust, CT3 (Anaes) Brighton University Hospitals Sussex NHS Foundation Trust // CT4 Year (Anaes) Brighton University Hospitals Sussex NHS Foundation Trust.  Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 28","05/08/2026 00:00:00","48","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","16. KSS ACCS Anaesthetics Sussex - CT1 (Acute Med and Emergency Med -order tbc on appointment to programme) & CT2 (Anaes and ICM order tbc on appointment to programme) East Sussex Healthcare NHS Trust, CT3 (Anaes) East Sussex Healthcare NHS Trust // CT4 Year Anaes) East Sussex Healthcare NHS Trust. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Kent, Surrey and Sussex - Sussex - CT1 - Aug - 29","05/08/2026 00:00:00","48","Core Training Year 1","Kent, Surrey and Sussex","Kent, Surrey and Sussex - Sussex","-","","1","17. KSS ACCS Sussex - CT1 (Acute Med and Emergency Med -order tbc on appointment to programme) & CT2 (Anaes and ICM order tbc on appointment to programme) Worthing University Hospitals Sussex NHS Foundation Trust , CT3 (Anaes)  Worthing University Hospitals Sussex NHS Foundation Trust// CT4 (Anaes) Worthing University Hospitals Sussex NHS Foundation Trust.  Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status once you have started in the programme this may alter your onward training rotations.","","",""
"X","Milton Keynes Hospital NHS Foundation Trust - CT1 - Aug - 1","05/08/2026 00:00:00","48","Core Training Year 1","Thames Valley","Thames Valley Oxford","Milton Keynes Hospital NHS Foundation Trust","","1","Year 1 - Milton Keynes University Hospital NHS Foundation Trust (Milton Keynes Hospital) Emergency Medicine 6 months, Acute Medicine 6 months. Year 2 - Milton Keynes University Hospital NHS Foundation Trust (Milton Keynes Hospital) Anaesthetics / ITU. Year 3&4 - TBC.","","",""
"X","North East - CT1 - Aug - 1","05/08/2026 00:00:00","36","Core Training Year 1","North East","-","-","","4","Core Anaesthetics (CT1) with NHS England North East. 6 monthly rotations in hospitals across the North East and North Cumbria. Starting placement will be confirmed by TPD on appointment.","","",""
"X","North East - CT1 - Aug - 2","05/08/2026 00:00:00","48","Core Training Year 1","North East","-","-","","22","ACCS Anaesthetics (CT1) with NHS England North East. 6 monthly rotations in hospitals across the North East and North Cumbria. Starting placement will be confirmed by TPD on appointment.","","",""
"X","North London - North Central East London - CT1 - Aug - 20","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North Central London ACCS - consists of 6/12 at UCH Acute Medicine (AM) followed by 6/12 at UCH Emergency Medicine (EM). CT2 consists of 6/12 at UCH Intensive Care (ITU) followed by 6/12 at UCH Anaesthetics. CT3 is based at Barnet and Chase Farm. CT4 is based at BHR. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 21","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North Central London ACCS - CT1 consists of 6/12 at UCH Emergency Medicine (EM) followed by 6/12 at UCH Acute Medicine (AM). CT2 consists of 6/12 at UCH Anaesthetics followed by 6/12 at UCH Intensive Care (ITU). CT3 is based at BHR. CT4 is based at Barnet and Chase Farm. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 22","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North Central London ACCS - CT1 consists of 6/12 at UCH Emergency Medicine (EM) followed by 6/12 at UCH Acute Medicine (AM). CT2 consists of 6/12 at Barnet ACCS Intensive Care (ITU) followed by 6/12 at Barnet ACCS Anaesthetics. CT3 is based at Whittington. CT4 is based at Barnet and Chase Farm. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 23","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North Central London ACCS - CT1 consists of 6/12 at UCH Acute Medicine (AM) followed by 6/12 at UCH Emergency Medicine (EM). CT2 consists of 6/12 at Barnet ACCS Anaesthetics followed by 6/12 at Barnet ACCS Intensive Care (ITU). CT3 is based at Whittington. CT4 is based at Barnet and Chase Farm. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 24","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North Central London ACCS - CT1 consists of 6/12 at UCH Emergency Medicine (EM) followed by 6/12 at UCH Acute Medicine (AM). CT2 consists of 6/12 at UCH Intensive Care (ITU) followed by 6/12 at Barnet ACCS Anaesthetics. CT3 is based at Barnet and Chase Farm. CT4 is based at the Royal Free. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 25","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North Central London ACCS - CT1 consists of 6/12 at UCH Acute Medicine (AM) followed by 6/12 at UCH Emergency Medicine (EM). CT2 consists of 6/12 at Barnet ACCS Anaesthetics followed by 6/12 at UCH Intensive Care (ITU). CT3 is based at Barnet and Chase Farm. CT4 is based at UCH Anaesthetics. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 26","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at Whittington. CT3 consists of 6/12 at Barnet and Chase Farm followed by 6/12 at Royal Free ITU. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 27","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at Whittington. CT3 consists of 6/12 at Royal Free ITU followed by 6/12 at Barnet and Chase Farm. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 28","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at BHR. CT3 consists of 3/12 at Royal Free followed by 3/12 at Royal Free ITU, followed by placement at 6/12 Whittington. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 29","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at BHR. CT3 consists of 6/12 at Whittington followed by 6/12 at Royal Free ITU and Royal Free. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 30","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Barnet and Chase Farm. CT3 consists of 6/12 at Royal Free ITU followed by 3/12 at Royal Free and 3/12 BHR. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations","","",""
"X","North London - North Central East London - CT1 - Aug - 31","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Whittington. CT3 consists of 6/12 at BHR followed by 6/12 at Royal Free and Royal Free ITU. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 32","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Barnet and Chase Farm. CT3 consists of 6/12 at Royal Free followed by 6/12 at Royal Free ITU and placement at Whittington. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 33","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at BHR. CT3 consists of 6/12 at Whittington followed by 6/12 at Royal Free ITU and Royal Free. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 34","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Barnet and Chase Farm. CT3 consists of 6/12 at Barnet and Chase Farm followed by 3/12 at Royal Free and 3/12 Royal Free ITU. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 35","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Whittington. CT3 consists of 3/12 at Royal Free ITU followed by 3/12 at Royal Free and 6/12 Barnet and Chase Farm. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 36","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Whittington. CT3 consists of 6/12 at Barnet and Chase Farm followed by 3/12 at Royal Free ITU and 3/12 Royal Free. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations","","",""
"X","North London - North Central East London - CT1 - Aug - 37","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at UCH Anaesthetics. CT2 consists of 12/12 at Whittington. CT3 consists of 3/12 at Royal Free followed by 3/12 at Royal Free ITU and 6/12 Barnet and Chase Farm. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 38","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at Barnet and Chase Farm. CT3 consists of 3/12 at UCH ITU followed by 3/12 at UCH Anaesthetics and 6/12 at Whittington. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 39","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at Barnet and Chase Farm. CT3 consists of 6/12 at Whittington followed by 3/12 at UCH Anaesthetics and 3/12 UCH ITU. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 40","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at Barnet and Chase Farm. CT3 consists of 3/12 at UCH Anaesthetics followed by 3/12 at UCH ITU and placement at 6/12 Whittington. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 41","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North Central London Core - CT1 consists of 12/12 at the Royal Free. CT2 consists of 12/12 at Whittington. CT3 consists of 6/12 at Whittington followed by 6/12 at UCH ITU and UCH Anaesthetics. Order of jobs may vary within a training year. Rotations may be subject to change due to new curriculum 2021 changes and service needs. If you choose to make any changes to your full-time working status, once you have started in the programme, this may alter your onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 42","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North East London ACCS -  CT1 consists of Emergency Medicine followed by Acute Medicine at Homerton Hospital. CT2 consists of ICM and Anaesthesia at Homerton Hospital (order varies). CT3 consists of 12/12 Anaesthesia with Obstetrics at the Royal London Hospital. CT4 consists of 12/12 Anaesthesia with Obstetrics at Barking, Havering and Redbridge. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 43","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North East London ACCS: CT1 consists of Acute Medicine followed by Emergency Medicine at Homerton Hospital. CT2 consists of ICM and Anaesthesia at Homerton Hospital (order varies). CT3 consists of 12/12 Anaesthesia with Obstetrics at the Royal London Hospital. CT4 consists of 12/12 Anaesthesia with Obstetrics at Barking, Havering and Redbridge. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 44","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North East London ACC - CT1 consists of Emergency Medicine followed by Acute Medicine at Newham Hospital. CT2 consists of ICM and Anaesthesia at Barking, Havering and Redbridge (order varies). CT3 consists of 12/12 Anaesthesia with Obstetrics at the Royal London Hospital. CT4 consists of 6/12 at Whipps Cross Hospital and 6/12 at Newham Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 45","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North East London ACCS - CT1 consists of Acute Medicine followed by Emergency Medicine at Newham Hospital. CT2 consists of ICM and Anaesthesia at Barking, Havering and Redbridge (order varies). CT3 consists of 12/12 Anaesthesia with Obstetrics at the Royal London Hospital. CT4 consists of 6/12 at Whipps Cross Hospital and 6/12 at Newham Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 46","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North East London ACCS - CT1 consists of Emergency Medicine followed by Acute Medicine at the Royal London Hospital. CT2 consists of ICM and Anaesthesia at Barking, Havering and Redbridge (order varies). CT3 consists of 12/12 Anaesthesia with Obstetrics at the Royal London Hospital. CT4 consists of 6/12 at Newham Hospital and 6/12 at Whipps Cross Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 47","05/08/2026 00:00:00","48","Core Training Year 1","London","North London","-","","1","North East London ACCS - CT1 consists of Acute Medicine followed by Emergency Medicine at the Royal London Hospital. CT2 consists of ICM and Anaesthesia at Barking, Havering and Redbridge (order varies). CT3 consists of 12/12 Anaesthesia with Obstetrics at the Royal London Hospital. CT4 consists of 6/12 at Newham Hospital and 6/12 at Whipps Cross Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 48","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Barking, Havering and Redbridge. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at Barking, Havering and Redbridge. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 49","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics - CT1 consists of Anaesthesia at Barking, Havering and Redbridge. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at Barking, Havering and Redbridge. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 50","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Barking, Havering and Redbridge. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at Barking, Havering and Redbridge. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 51","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Barking, Havering and Redbridge. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ICM at Homerton Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 52","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Barking, Havering and Redbridge. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ICM at Homerton Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 53","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Whipps Cross Hospital. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at Barking, Havering and Redbridge. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 54","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Whipps Cross Hospital. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at Whipps Cross Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 55","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Whipps Cross Hospital. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at Whipps Cross Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 56","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Whipps Cross Hospital. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at Whipps Cross Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 57","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Whipps Cross Hospital. CT2 consists of 9/12 Anaesthesia and 3/12 ITU at Whipps Cross Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
"X","North London - North Central East London - CT1 - Aug - 58","05/08/2026 00:00:00","36","Core Training Year 1","London","North London","-","","1","North East London Core Anaesthetics: CT1 consists of Anaesthesia at Homerton Hospital. CT2 consists of 9/12 Anaesthesia and 3/12 ICM at Homerton Hospital. CT3 consists of 9/12 Anaesthesia and 3/12 ITU at the Royal London Hospital. Order of jobs may vary within a training year. Rotations may be subject to change due to curriculum requirements and service needs. Changes to full-time working status after starting the programme may alter onward training rotations.","","",""
